Nom de la borne de recharge,Nom du parc,Rue,Suite,Ville,Code Postal,Niveau de recharge,Latitude,Longitude,Coût,Mode de tarification,Type d’emplacement,Puissance (kW),Catégorie puissance
CEA-11452,10001 | BSR | ANJ | 7070 Jean-Talon,7070 rue Jean-Talon Est,,Montréal,H1M 3T4,Niveau 2,45.597136,-73.56931,1.0,par heure,sur rue,6.2,Lente
CEA-11909,4031 | BSR | MHM | 5815 Albert Malouin,5815 Albert Malouin,,Montréal,H1M 1H9,Niveau 2,45.578223,-73.558267,1.0,par heure,,6.2,Lente
CEA-12290,4032 | BSR | MHM | 3208 Anne-Hébert,3208 Anne-Hébert,,Montréal,H1N 3X2,Niveau 2,45.588776,-73.536406,1.0,par heure,sur rue,6.2,Lente
CEA-12291,4032 | BSR | MHM | 3208 Anne-Hébert,3208 Anne-Hébert,,Montréal,H1N 3X2,Niveau 2,45.588776,-73.536406,1.0,par heure,sur rue,6.2,Lente
CEA-12100,4033 | BSR | MHM | 2685 De Lasalle,2685 De Lasalle,,Montréal,H1V 2L3,Niveau 2,45.554965,-73.550274,1.0,par heure,,6.2,Lente
CEA-12118,4033 | BSR | MHM | 2685 De Lasalle,2685 De Lasalle,,Montréal,H1V 2L3,Niveau 2,45.554965,-73.550274,1.0,par heure,,6.2,Lente
CEA-12431,4034 | BSR | MHM | 3311 Bossuet,3311 Bossuet,,Montréal,H1N 2S8,Niveau 2,45.576205,-73.546702,1.0,par heure,,6.2,Lente
CEA-12439,4034 | BSR | MHM | 3311 Bossuet,3311 Bossuet,,Montréal,H1N 2S8,Niveau 2,45.576205,-73.546702,1.0,par heure,,6.2,Lente
CEA-12453,4035 | BSR | MHM | 2250 Rue Moreau,2250 Rue Moreau,,Montréal,H1W 2M5,Niveau 2,45.540739,-73.551936,1.0,par heure,,6.2,Lente
CEA-12456,4035 | BSR | MHM | 2250 Rue Moreau,2250 Rue Moreau,,Montréal,H1W 2M5,Niveau 2,45.540739,-73.551936,1.0,par heure,,6.2,Lente
CEA-12452,4036 | BSR | MHM | 4920 Lafontaine,4920 Lafontaine,,Montréal,H1V 1R7,Niveau 2,45.558241,-73.533503,1.0,par heure,sur rue,6.2,Lente
CEA-12035,4036 | BSR | MHM | 4920 Lafontaine,4920 Lafontaine,,Montréal,H1V 1R7,Niveau 2,45.558241,-73.533503,1.0,par heure,sur rue,6.2,Lente
CEA-12432,4037 | BSR | MHM | 2500 Jeanne d'Arc,2500 rue jeanne d'arc,,Montréal,H1W 1K2,Niveau 2,45.55182,-73.549089,1.0,par heure,,6.2,Lente
CEA-12426,4037 | BSR | MHM | 2500 Jeanne d'Arc,2500 rue jeanne d'arc,,Montréal,H1W 1K2,Niveau 2,45.55182,-73.549089,1.0,par heure,,6.2,Lente
CEA-12981,4038 | BSR | MHM | 2026 De Beaurivage,2026 De Beaurivage,, Montréal,H1L 3E1,Niveau 2,45.591549,-73.516585,1.0,par heure,,6.2,Lente
CEA-12980,4038 | BSR | MHM | 2026 De Beaurivage,2026 De Beaurivage,, Montréal,H1L 3E1,Niveau 2,45.591549,-73.516585,1.0,par heure,,6.2,Lente
CEA-12859,4039 | BSR | MHM | 8535 Pierre de Coubertin,8535 Pierre de Coubertin,,Montréal,H1L 5E6,Niveau 2,45.599672,-73.523469,1.0,par heure,,6.2,Lente
CEA-12841,4039 | BSR | MHM | 8535 Pierre de Coubertin,8535 Pierre de Coubertin,,Montréal,H1L 5E6,Niveau 2,45.599672,-73.523469,1.0,par heure,,6.2,Lente
CEA-12779,4040 | BSR | MHM | 1400 Ville Marie,1400 Ville Marie,,Montréal,H1V 3J9,Niveau 2,45.558111,-73.529709,1.0,par heure,sur rue,6.2,Lente
CEA-12785,4040 | BSR | MHM | 1400 Ville Marie,1400 Ville Marie,,Montréal,H1V 3J9,Niveau 2,45.558111,-73.529709,1.0,par heure,,6.2,Lente
CEA-12786,4041 | BSR | MHM | 1604 de Chambly,1604 de Chambly,,Montréal,H1W 1Z3,Niveau 2,45.544648,-73.540906,1.0,par heure,,6.2,Lente
CEA-12871,4041 | BSR | MHM | 1604 de Chambly,1604 de Chambly,,Montréal,H1W 1Z3,Niveau 2,45.544648,-73.540906,1.0,par heure,,6.2,Lente
CEA-13479,4042 | BSR | MHM | 3170 rue Des Ormeaux,3170 rue Des Ormeaux,,Montréal,H1L 4Y4,Niveau 2,45.60407706,-73.52872646,1.0,par heure,,6.2,Lente
CEA-13428,4042 | BSR | MHM | 3170 rue Des Ormeaux,3170 rue Des Ormeaux,,Montréal,H1L 4Y4,Niveau 2,45.60407706,-73.52872646,1.0,par heure,,6.2,Lente
CEA-13483,4044 | BSR | MHM | 9583 av Pierre-De Coubertin,9583 av Pierre-De Coubertin,,Montréal,H1L 2J3,Niveau 2,45.61083134,-73.51733646,1.0,par heure,sur rue,6.2,Lente
CEA-13478,4044 | BSR | MHM | 9583 av Pierre-De Coubertin,9583 av Pierre-De Coubertin,,Montréal,H1L 2J3,Niveau 2,45.61083134,-73.51733646,1.0,par heure,,6.2,Lente
CEA-13505,4045 | BSR | MHM | 1610 Rue Préfontaine,1610 Rue Préfontaine,,Montréal,H1W 2N8,Niveau 2,45.5391836,-73.54428808,1.0,par heure,,6.2,Lente
CEA-13492,4045 | BSR | MHM | 1610 Rue Préfontaine,1610 Rue Préfontaine,,Montréal,H1W 2N8,Niveau 2,45.5391836,-73.54428808,1.0,par heure,,6.2,Lente
CEA-13439,4046 | BSR | MHM | 524 Rue Beauclerk,524 Rue Beauclerk,,Montréal,H1N 3J3,Niveau 2,45.57932384,-73.51395815,1.0,par heure,sur rue,6.2,Lente
CEA-13444,4046 | BSR | MHM | 524 Rue Beauclerk,524 Rue Beauclerk,,Montréal,H1N 3J3,Niveau 2,45.57932384,-73.51395815,1.0,par heure,sur rue,6.2,Lente
CEA-13433,4047| BSR | MHM | 5811 rue Boileau,"5811, Rue Boileau",,Montréal,H1N 1P6,Niveau 2,45.57277209999999,-73.54120069999999,1.0,par heure,,6.2,Lente
CEA-13425,4047| BSR | MHM | 5811 rue Boileau,"5811, Rue Boileau",,Montréal,H1N 1P6,Niveau 2,45.57277209999999,-73.54120069999999,1.0,par heure,sur rue,6.2,Lente
CEA-13435,4047| BSR | MHM | 5811 rue Boileau,"5811, Rue Boileau",,Montréal,H1N 1P6,Niveau 2,45.57277209999999,-73.54120069999999,1.0,par heure,,6.2,Lente
CEA-13437,4047| BSR | MHM | 5811 rue Boileau,"5811, Rue Boileau",,Montréal,H1N 1P6,Niveau 2,45.57277209999999,-73.54120069999999,1.0,par heure,,6.2,Lente
CEA-13499,4048 | BSR | MHM | 5731 rue Boileau,"5731, Rue Boileau",,Montréal,H1N 1P4,Niveau 2,45.57165699999999,-73.5419379,1.0,par heure,sur rue,6.2,Lente
CEA-13503,4048 | BSR | MHM | 5731 rue Boileau,"5731, Rue Boileau",,Montréal,H1N 1P4,Niveau 2,45.57165699999999,-73.5419379,1.0,par heure,,6.2,Lente
CEA-13498,4048 | BSR | MHM | 5731 rue Boileau,"5731, Rue Boileau",,Montréal,H1N 1P4,Niveau 2,45.57165699999999,-73.5419379,1.0,par heure,,6.2,Lente
CEA-13504,4048 | BSR | MHM | 5731 rue Boileau,"5731, Rue Boileau",,Montréal,H1N 1P4,Niveau 2,45.57165699999999,-73.5419379,1.0,par heure,,6.2,Lente
CEA-13804,4049 | BSR | MHM | 2735 rue Cuvillier,"2735, Rue Cuvillier",,Montréal,H1W 3A9,Niveau 2,45.546425330726215,-73.55491849845298,1.0,par heure,,6.2,Lente
CEA-13807,4049 | BSR | MHM | 2735 rue Cuvillier,"2735, Rue Cuvillier",,Montréal,H1W 3A9,Niveau 2,45.546425330726215,-73.55491849845298,1.0,par heure,,6.2,Lente
CEA-13801,4049 | BSR | MHM | 2735 rue Cuvillier,"2735, Rue Cuvillier",,Montréal,H1W 3A9,Niveau 2,45.546425330726215,-73.55491849845298,1.0,par heure,,6.2,Lente
CEA-13420,4049 | BSR | MHM | 2735 rue Cuvillier,"2735, Rue Cuvillier",,Montréal,H1W 3A9,Niveau 2,45.546425330726215,-73.55491849845298,1.0,par heure,,6.2,Lente
CEA-13806,4050 | BSR | MHM | 2522 rue Cuvillier,"2522, Rue Cuvillier",,Montréal,H1W 3B1,Niveau 2,45.545770685196906,-73.55297468314068,1.0,par heure,,6.2,Lente
CEA-13803,4050 | BSR | MHM | 2522 rue Cuvillier,"2522, Rue Cuvillier",,Montréal,H1W 3B1,Niveau 2,45.545770685196906,-73.55297468314068,1.0,par heure,,6.2,Lente
CEA-13809,4050 | BSR | MHM | 2522 rue Cuvillier,"2522, Rue Cuvillier",,Montréal,H1W 3B1,Niveau 2,45.545770685196906,-73.55297468314068,1.0,par heure,,6.2,Lente
CEA-13808,4050 | BSR | MHM | 2522 rue Cuvillier,"2522, Rue Cuvillier",,Montréal,H1W 3B1,Niveau 2,45.545770685196906,-73.55297468314068,1.0,par heure,,6.2,Lente
CEA-14619,4051 | BSR | MHM | 3907 De Carignan,"3907, Avenue de Carignan",,Montréal,H1M 2H3,Niveau 2,45.580221210755155,-73.54517630546968,1.0,par heure,,6.2,Lente
CEA-14604,4051 | BSR | MHM | 3907 De Carignan,"3907, Avenue de Carignan",,Montréal,H1M 2H3,Niveau 2,45.580221210755155,-73.54517630546968,1.0,par heure,,6.2,Lente
CEA-14515,4052 | BSR | MHM | 5430 Rue de Contrecoeur,5430 Rue de Contrecoeur,,Montréal,H1K 0E7,Niveau 2,45.613552,-73.534597,1.0,par heure,,6.2,Lente
CEA-14580,4052 | BSR | MHM | 5430 Rue de Contrecoeur,5430 Rue de Contrecoeur,,Montréal,H1K 0E7,Niveau 2,45.613552,-73.534597,1.0,par heure,,6.2,Lente
CEA-14614,4052 | BSR | MHM | 5430 Rue de Contrecoeur,5430 Rue de Contrecoeur,,Montréal,H1K 0E7,Niveau 2,45.613552,-73.534597,1.0,par heure,,6.2,Lente
CEA-14516,4052 | BSR | MHM | 5430 Rue de Contrecoeur,5430 Rue de Contrecoeur,,Montréal,H1K 0E7,Niveau 2,45.613552,-73.534597,1.0,par heure,,6.2,Lente
CEA-15304,4053 | BSR | MHM | 1930 Ville-Marie,"1930, Rue de Ville-Marie",,Montréal,H1V 3K3,Niveau 2,45.55977,-73.534763,1.0,par heure,,6.2,Lente
CEA-14899,4053 | BSR | MHM | 1930 Ville-Marie,"1930, Rue de Ville-Marie",,Montréal,H1V 3K3,Niveau 2,45.55977,-73.534763,1.0,par heure,,6.2,Lente
CEA-14931,4053 | BSR | MHM | 1930 Ville-Marie,"1930, Rue de Ville-Marie",,Montréal,H1V 3K3,Niveau 2,45.55977,-73.534763,1.0,par heure,,6.2,Lente
CEA-15302,4053 | BSR | MHM | 1930 Ville-Marie,"1930, Rue de Ville-Marie",,Montréal,H1V 3K3,Niveau 2,45.55977,-73.534763,1.0,par heure,,6.2,Lente
CEA-14610,4055-1 | 2666 rue Théodore,"2666, Rue Théodore",,Montréal,H1V 3C6,Niveau 2,45.5608224,-73.5461445,1.0,par heure,,7.2,Normale
CEA-14612,4055-1 | 2666 rue Théodore,"2666, Rue Théodore",,Montréal,H1V 3C6,Niveau 2,45.5608224,-73.5461445,1.0,par heure,,7.2,Normale
CEA-15328,4066 | BSR | MHM | 2660 Bennett,"2660, Avenue Bennett",,Montréal,H1V 3S4,Niveau 2,45.558053505701174,-73.54820745860292,1.0,par heure,,6.2,Lente
CEA-15333,4066 | BSR | MHM | 2660 Bennett,"2660, Avenue Bennett",,Montréal,H1V 3S4,Niveau 2,45.558053505701174,-73.54820745860292,1.0,par heure,,6.2,Lente
CEA-15344,4069 | BSR | MHM | 2335 Bennett,"2335, Avenue Bennett",,Montréal,H1V 2T6,Niveau 2,45.55676001823153,-73.54368390767502,1.0,par heure,,6.2,Lente
CEA-15318,4069 | BSR | MHM | 2335 Bennett,"2335, Avenue Bennett",,Montréal,H1V 2T6,Niveau 2,45.55676001823153,-73.54368390767502,1.0,par heure,,6.2,Lente
CEA-15378,4071 | BSR | MHM | 2035 Bennett,"2035, Avenue Bennett",,Montréal,H1V 2T2,Niveau 2,45.55513878891468,-73.53864591955791,1.0,par heure,,6.2,Lente
CEA-15379,4071 | BSR | MHM | 2035 Bennett,"2035, Avenue Bennett",,Montréal,H1V 2T2,Niveau 2,45.55513878891468,-73.53864591955791,1.0,par heure,,6.2,Lente
CEA-15325,4073 | BSR | MHM | 1631 Bennett,"1631, Avenue Bennett",,Montréal,H1V 2S7,Niveau 2,45.554060583881714,-73.53528975113487,1.0,par heure,,6.2,Lente
CEA-15320,4073 | BSR | MHM | 1631 Bennett,"1631, Avenue Bennett",,Montréal,H1V 2S7,Niveau 2,45.554060583881714,-73.53528975113487,1.0,par heure,,6.2,Lente
CEA-15336,4075 | BSR | MHM | 559 Bennett,"559, Avenue Bennett",,Montréal,H1V 2S4,Niveau 2,45.55286880568408,-73.53158588359676,1.0,par heure,,6.2,Lente
CEA-15337,4075 | BSR | MHM | 559 Bennett,"559, Avenue Bennett",,Montréal,H1V 2S4,Niveau 2,45.55286880568408,-73.53158588359676,1.0,par heure,,6.2,Lente
CEA-15305,4076 - 8205 AA Desrochers,"8205, Rue A.-A.-Desroches",,Montréal,H1L 2S3,Niveau 2,45.5957581,-73.5223176,1.0,par heure,,7.2,Normale
CEA-15313,4076 - 8205 AA Desrochers,"8205, Rue A.-A.-Desroches",,Montréal,H1L 2S3,Niveau 2,45.5957581,-73.5223176,1.0,par heure,,7.2,Normale
CEA-15367,4080 | BBHR | MHM | 6750 de Marseille : Aréna St-Donat,6750 Rue de Marseille,,Montréal,H1N 1M5,Niveau 2,45.582678,-73.537977,1.0,par heure,,6.2,Lente
CEA-059,4080 | BBHR | MHM | 6750 de Marseille : Aréna St-Donat,6750 Rue de Marseille,,Montréal,H1N 1M5,Niveau 2,45.582678,-73.537977,1.0,par heure,,6.2,Lente
CEA-098,4081 | BBHR | MHM | 8780 Dubuisson : Aréna Clément-Jetté,8780 avenue Dubuisson,,Montréal,H1L 2W6,Niveau 2,45.601836,-73.516419,1.0,par heure,,6.2,Lente
CEA-081,4081 | BBHR | MHM | 8780 Dubuisson : Aréna Clément-Jetté,8780 avenue Dubuisson,,Montréal,H1L 2W6,Niveau 2,45.601836,-73.516419,1.0,par heure,,6.2,Lente
CEA-10634,4082 | BBHR | MHM | 3000 Viau : Centre Pierre-Charbonneau - Espace pour la vie,3000 rue Viau,,Montréal,H1V 3J3,Niveau 2,45.5624923698896,-73.5493068134308,1.0,par heure,,6.2,Lente
CEA-13030,4082 | BBHR | MHM | 3000 Viau : Centre Pierre-Charbonneau - Espace pour la vie,3000 rue Viau,,Montréal,H1V 3J3,Niveau 2,45.5624923698896,-73.5493068134308,1.0,par heure,,6.2,Lente
CEA-13026,4082 | BBHR | MHM | 3000 Viau : Centre Pierre-Charbonneau - Espace pour la vie,3000 rue Viau,,Montréal,H1V 3J3,Niveau 2,45.5624923698896,-73.5493068134308,1.0,par heure,,6.2,Lente
CEA-13027,4082 | BBHR | MHM | 3000 Viau : Centre Pierre-Charbonneau - Espace pour la vie,3000 rue Viau,,Montréal,H1V 3J3,Niveau 2,45.5624923698896,-73.5493068134308,1.0,par heure,,6.2,Lente
CEA-13029,4082 | BBHR | MHM | 3000 Viau : Centre Pierre-Charbonneau - Espace pour la vie,3000 rue Viau,,Montréal,H1V 3J3,Niveau 2,45.5624923698896,-73.5493068134308,1.0,par heure,,6.2,Lente
CEA-15031,4082 | BBHR | MHM | 3000 Viau : Centre Pierre-Charbonneau - Espace pour la vie,3000 rue Viau,,Montréal,H1V 3J3,Niveau 2,45.5624923698896,-73.5493068134308,1.0,par heure,,7.2,Normale
CEA-10830,4083 | BBHR | MHM | 2800 Viau - Aréna Maurice-Richard,2800 Rue Viau,,Montréal,H1V 3J3,Niveau 2,45.562286,-73.547955,1.0,par heure,sur rue,6.2,Lente
CEA-122,4083 | BBHR | MHM | 2800 Viau - Aréna Maurice-Richard,2800 Rue Viau,,Montréal,H1V 3J3,Niveau 2,45.562286,-73.547955,1.0,par heure,sur rue,6.2,Lente
CEA-12254,475 President Kennedy,475 Av du President-Kennedy,,Montréal,H3A 1J7,Niveau 2,45.506443,-73.570855,1.0,par heure,,6.2,Lente
CEA-12213,475 President Kennedy,475 Av du President-Kennedy,,Montréal,H3A 1J7,Niveau 2,45.506443,-73.570855,2.5,par session,,6.2,Lente
CEA-10372,5001 | BSR | PMR | 4492 rue Parth,4492 rue Parthenais,,Montréal,H2H 2G5,Niveau 2,45.536337,-73.571,1.0,par heure,sur rue,6.2,Lente
CEA-10738,5001 | BSR | PMR | 4492 rue Parth,4492 rue Parthenais,,Montréal,H2H 2G5,Niveau 2,45.536337,-73.571,1.0,par heure,sur rue,6.2,Lente
CEA-10389,5002 | BSR | PMR | 4502 Boyer,4502 rue Boyer,,Montréal,H2J 3E2,Niveau 2,45.527465,-73.580138,1.0,par heure,sur rue,6.2,Lente
CEA-10373,5002 | BSR | PMR | 4502 Boyer,4502 rue Boyer,,Montréal,H2J 3E2,Niveau 2,45.527465,-73.580138,1.0,par heure,sur rue,6.2,Lente
CEA-10300,5003 | BSR | PMR | 3760 St-Hubert,3760 rue St-Hubert,,Montréal,H2L 4A3,Niveau 2,45.520781,-73.570745,1.0,par heure,sur rue,6.2,Lente
CEA-10345,5003 | BSR | PMR | 3760 St-Hubert,3760 rue St-Hubert,,Montréal,H2L 4A3,Niveau 2,45.520781,-73.570745,1.0,par heure,sur rue,6.2,Lente
CEA-15437,5004 - 3046 rue Jeanne-Mance,"3046, Rue Jeanne-Mance",,Montréal,H2X 2J8,Niveau 2,45.5091963,-73.5710124,1.0,par heure,,7.2,Normale
CEA-15436,5004 - 3046 rue Jeanne-Mance,"3046, Rue Jeanne-Mance",,Montréal,H2X 2J8,Niveau 2,45.5091963,-73.5710124,1.0,par heure,,7.2,Normale
CEA-14797,5004 - 3046 rue Jeanne-Mance,"3046, Rue Jeanne-Mance",,Montréal,H2X 2J8,Niveau 2,45.5091963,-73.5710124,1.0,par heure,,7.2,Normale
CEA-14785,5004 - 3046 rue Jeanne-Mance,"3046, Rue Jeanne-Mance",,Montréal,H2X 2J8,Niveau 2,45.5091963,-73.5710124,1.0,par heure,,7.2,Normale
CEA-10328,5005 | BSR | PMR | 4231 St Laurent,4321 boul. St-Laurent,,Montréal,H2W 1Z4,Niveau 2,45.518205,-73.581949,1.0,par heure,sur rue,6.2,Lente
CEA-10282,5005 | BSR | PMR | 4231 St Laurent,4321 boul. St-Laurent,,Montréal,H2W 1Z4,Niveau 2,45.518205,-73.581949,1.0,par heure,sur rue,6.2,Lente
CEA-10329,5006 | BSR | PMR | 5004 St-Laurent : Parc Lahaie,5004 Boul St-Laurent,,Montréal,H2T 1R7,Niveau 2,45.522579,-73.591611,1.0,par heure,sur rue,6.2,Lente
CEA-10336,5006 | BSR | PMR | 5004 St-Laurent : Parc Lahaie,5004 Boul St-Laurent,,Montréal,H2T 1R7,Niveau 2,45.522579,-73.591611,1.0,par heure,sur rue,6.2,Lente
CEA-10290,5007 | BSR | PMR | 3528 Calixa-Lavallée : Parc Lafontaine,3528 Avenue Calixa-Lavallée,,Montréal,H2L 2T6,Niveau 2,45.524943,-73.565462,1.0,par heure,sur rue,6.2,Lente
CEA-10374,5007 | BSR | PMR | 3528 Calixa-Lavallée : Parc Lafontaine,3528 Avenue Calixa-Lavallée,,Montréal,H2L 2T6,Niveau 2,45.524943,-73.565462,1.0,par heure,sur rue,6.2,Lente
CEA-10527,5008 | BSR | PMR | 5271 St-Hubert,5271 rue St-Hubert,,Montréal,H2J 2Y4,Niveau 2,45.530108,-73.590299,1.0,par heure,sur rue,6.2,Lente
CEA-10575,5008 | BSR | PMR | 5271 St-Hubert,5271 rue St-Hubert,,Montréal,H2J 2Y4,Niveau 2,45.530108,-73.590299,1.0,par heure,sur rue,6.2,Lente
CEA-10540,5009 | BSR | PMR | 1330 Mont-Royal,1330 Mont-Royal,,Montréal,H2J 3P5,Niveau 2,45.530447,-73.577343,1.0,par heure,sur rue,6.2,Lente
CEA-10523,5009 | BSR | PMR | 1330 Mont-Royal,1330 Mont-Royal,,Montréal,H2J 3P5,Niveau 2,45.530447,-73.577343,1.0,par heure,sur rue,6.2,Lente
CEA-10581,5010 | BSR | PMR | 3440 St-Laurent,3440 Boul St-Laurent H2X 2T9,H2X 2T9,Montréal,H2H 1W1,Niveau 2,45.512799,-73.570279,1.0,par heure,sur rue,6.2,Lente
CEA-10519,5010 | BSR | PMR | 3440 St-Laurent,3440 Boul St-Laurent H2X 2T9,H2X 2T9,Montréal,H2H 1W1,Niveau 2,45.512799,-73.570279,1.0,par heure,sur rue,6.2,Lente
CEA-10526,5011 | BSR | PMR | 2755 Hogan,2755 Rue Hogan,,Montréal,H2K 2T5,Niveau 2,45.53871,-73.560538,1.0,par heure,sur rue,6.2,Lente
CEA-10598,5011 | BSR | PMR | 2755 Hogan,2755 Rue Hogan,,Montréal,H2K 2T5,Niveau 2,45.53871,-73.560538,1.0,par heure,sur rue,6.2,Lente
CEA-10561,5012 | BSR | PMR | 1 Mont-Royal Est,1 Avenue du Mont-Royal E,,Montréal,H2T 1N4,Niveau 2,45.520262,-73.586551,1.0,par heure,sur rue,6.2,Lente
CEA-10604,5012 | BSR | PMR | 1 Mont-Royal Est,1 Avenue du Mont-Royal E,,Montréal,H2T 1N4,Niveau 2,45.520262,-73.586551,1.0,par heure,sur rue,6.2,Lente
CEA-10520,5013 | BSR | PMR | 5055 Rivard,"5055, Rue Rivard",,Montréal,H2J 2N9,Niveau 2,45.527295,-73.58848,1.0,par heure,sur rue,6.2,Lente
CEA-11716,5014 | BSR | PMR | 5333 Papineau,5333 Papineau,,Montréal,H2H 1W1,Niveau 2,45.537015,-73.583259,1.0,par heure,sur rue,6.2,Lente
CEA-10962,5014 | BSR | PMR | 5333 Papineau,5333 Papineau,,Montréal,H2H 1W1,Niveau 2,45.537015,-73.583259,1.0,par heure,sur rue,6.2,Lente
CEA-10530,5015 | BSR | PMR | 4801 Papineau,4801 Avenue Papineau,,Montréal,H2H 1V7,Niveau 2,45.534713,-73.577941,1.0,par heure,sur rue,6.2,Lente
CEA-10528,5015 | BSR | PMR | 4801 Papineau,4801 Avenue Papineau,,Montréal,H2H 1V7,Niveau 2,45.534713,-73.577941,1.0,par heure,sur rue,6.2,Lente
CEA-10880,5016 | BSR | PMR | 3620 St-Denis,3620 St-Denis,,Montréal,H2X 3L6,Niveau 2,45.517751,-73.569529,1.0,par heure,sur rue,6.2,Lente
CEA-10912,5016 | BSR | PMR | 3620 St-Denis,3620 St-Denis,,Montréal,H2X 3L6,Niveau 2,45.517751,-73.569529,1.0,par heure,sur rue,6.2,Lente
CEA-10558,5017 | BSR | PMR | 3660 Mentana,3660 Mentana,,Montréal,H2L 1J1,Niveau 2,45.521258,-73.567555,1.0,par heure,sur rue,6.2,Lente
CEA-10655,5017 | BSR | PMR | 3660 Mentana,3660 Mentana,,Montréal,H2L 1J1,Niveau 2,45.521258,-73.567555,1.0,par heure,sur rue,6.2,Lente
CEA-10584,5018 | BSR | PMR | 5185 Parc,5185A Parc,,Montréal,H2V 2G3,Niveau 2,45.52069,-73.597331,1.0,par heure,sur rue,6.2,Lente
CEA-10579,5018 | BSR | PMR | 5185 Parc,5185A Parc,,Montréal,H2V 2G3,Niveau 2,45.52069,-73.597331,1.0,par heure,sur rue,6.2,Lente
CEA-10524,5019 | BSR | PMR | 5417 Henri-Julien,"5417, Avenue Henri-Julien",,Montréal,H2T 2E7,Niveau 2,45.5278593,-73.5948995,1.0,par heure,sur rue,6.2,Lente
CEA-10542,5019 | BSR | PMR | 5417 Henri-Julien,"5417, Avenue Henri-Julien",,Montréal,H2T 2E7,Niveau 2,45.5278593,-73.5948995,1.0,par heure,sur rue,6.2,Lente
CEA-10521,5020 | BSR | PMR | 4604 Parc,"4604, Avenue du Parc",,Montréal,H2V 4E5,Niveau 2,45.5173023,-73.5913535,1.0,par heure,sur rue,6.2,Lente
CEA-10518,5020 | BSR | PMR | 4604 Parc,"4604, Avenue du Parc",,Montréal,H2V 4E5,Niveau 2,45.5173023,-73.5913535,1.0,par heure,sur rue,6.2,Lente
CEA-10517,5021 | BSR | PMR | 375 St-Viateur,375A St-Viateur,,Montréal,H2V 4B5,Niveau 2,45.521651,-73.602802,1.0,par heure,sur rue,6.2,Lente
CEA-10529,5021 | BSR | PMR | 375 St-Viateur,375A St-Viateur,,Montréal,H2V 4B5,Niveau 2,45.521651,-73.602802,1.0,par heure,sur rue,6.2,Lente
CEA-10585,5022 | BSR | PMR | 4490 Fabre,4490 Rue Fabre,,Montréal,H2J 3V3,Niveau 2,45.531321,-73.575622,1.0,par heure,sur rue,6.2,Lente
CEA-10560,5022 | BSR | PMR | 4490 Fabre,4490 Rue Fabre,,Montréal,H2J 3V3,Niveau 2,45.531321,-73.575622,1.0,par heure,sur rue,6.2,Lente
CEA-11291,5023 | BSR | PMR | 4752 Berri,4752 Berri,,Montréal,H2J 2R6,Niveau 2,45.526525,-73.585349,1.0,par heure,sur rue,6.2,Lente
CEA-11243,5023 | BSR | PMR | 4752 Berri,4752 Berri,,Montréal,H2J 2R6,Niveau 2,45.526525,-73.585349,1.0,par heure,sur rue,6.2,Lente
CEA-11458,5024 | BSR | PMR | 387 Villeneuve,"387, Rue Villeneuve Est",,Montréal,H2T 1M1,Niveau 2,45.525091,-73.585996,1.0,par heure,sur rue,6.2,Lente
CEA-11310,5024 | BSR | PMR | 387 Villeneuve,"387, Rue Villeneuve Est",,Montréal,H2T 1M1,Niveau 2,45.525091,-73.585996,1.0,par heure,sur rue,6.2,Lente
CEA-11016,5025 | BSR | PMR | 4169 St-Hubert,4169 Rue St-Hubert,,Montréal,H2L 4A7,Niveau 2,45.523482,-73.576275,1.0,par heure,sur rue,6.2,Lente
CEA-11031,5025 | BSR | PMR | 4169 St-Hubert,4169 Rue St-Hubert,,Montréal,H2L 4A7,Niveau 2,45.523482,-73.576275,1.0,par heure,sur rue,6.2,Lente
CEA-11320,5026 | BSR | PMR | 5561 St-Dominique,5561 rue Saint-Dominique,,Montréal,H2T 1A5,Niveau 2,45.526635,-73.598664,1.0,par heure,sur rue,6.2,Lente
CEA-11357,5026 | BSR | PMR | 5561 St-Dominique,5561 rue Saint-Dominique,,Montréal,H2T 1A5,Niveau 2,45.526635,-73.598664,1.0,par heure,sur rue,6.2,Lente
CEA-11229,5027 | BSR | PMR | 3820 Laval,3820 Avenue Laval,,Montréal,H2W 2J1,Niveau 2,45.51786,-73.574396,1.0,par heure,sur rue,6.2,Lente
CEA-11216,5027 | BSR | PMR | 3820 Laval,3820 Avenue Laval,,Montréal,H2W 2J1,Niveau 2,45.51786,-73.574396,1.0,par heure,sur rue,6.2,Lente
CEA-11199,5028 | BSR | PMR | 640 Prince-Arthur O,640 Rue Prince Arthur O,,Montréal,H2X 1T9,Niveau 2,45.507682,-73.578318,1.0,par heure,sur rue,6.2,Lente
CEA-11201,5028 | BSR | PMR | 640 Prince-Arthur O,640 Rue Prince Arthur O,,Montréal,H2X 1T9,Niveau 2,45.507682,-73.578318,1.0,par heure,sur rue,6.2,Lente
CEA-11027,5029 | BSR | PMR | 2025 Masson,2025 Rue Masson,,Montréal,H2H 2P7,Niveau 2,45.539172,-73.58224,1.0,par heure,,6.2,Lente
CEA-10972,5029 | BSR | PMR | 2025 Masson,2025 Rue Masson,,Montréal,H2H 2P7,Niveau 2,45.539172,-73.58224,1.0,par heure,sur rue,6.2,Lente
CEA-12065,5030 | BSR | PMR | 4332 Messier,"4332, Rue Messier",,Montréal,H2H 2H5,Niveau 2,45.53560059999999,-73.5680454,1.0,par heure,sur rue,6.2,Lente
